from,to,duration
87586438,87586453,15
87586446,87586438,9
87586446,87586453,8
87586453,87586438,14
87586453,87586446,6
87586453,87586495,12
87586479,87582882,5
87586479,87586545,6
87586495,87586453,14
87586495,87595892,6
87586545,87582866,11
87586545,87586479,5
87586545,87586651,10
87586651,87586545,10
87586651,87586693,8
87586693,87586107,6
87586693,87586651,7
87590299,87751529,4
87590299,87756056,7
87590299,87756767,5
87590299,87756825,50
87590299,87756833,60
87590331,87481002,10
87590331,87590349,5
87590349,87590331,4
87590349,87590356,3
87590356,87481564,3
87590356,87590349,3
87590364,87481564,2
87590364,87590828,4
87590372,87481622,9
87590828,87481598,10
87590828,87590364,3
87592006,87592022,7
87592006,87592048,7
87592006,87592055,10
87592006,87592246,9
87592006,87592311,10
87592006,87592345,20
87592006,87592410,12
87592006,87592444,20
87592006,87592634,6
87592006,87592725,13
87592006,87594200,35
87592022,87592006,7
87592022,87592667,9
87592048,87592006,7
87592048,87592311,5
87592055,87592006,12
87592055,87592063,5
87592055,87592071,9
87592063,87592055,5
87592063,87592071,5
87592071,87592055,9
87592071,87592063,6
87592071,87592097,7
87592071,87592105,14
87592097,87592071,7
87592097,87592105,9
87592105,87592097,9
87592105,87592121,9
87592121,87592105,9
87592121,87592147,13
87592121,87592162,22
87592147,87592121,13
87592147,87592162,9
87592162,87592147,8
87592162,87592170,6
87592162,87594275,21
87592170,87592162,5
87592170,87594085,13
87592170,87594275,16
87592246,87592006,10
87592246,87592253,7
87592253,87592246,7
87592253,87592279,8
87592279,87592253,8
87592279,87592287,4
87592287,87592006,24
87592287,87592279,4
87592287,87592295,5
87592295,87592287,5
87592295,87594820,4
87592311,87592006,11
87592311,87592048,5
87592311,87592337,6
87592311,87592345,11
87592337,87592311,6
87592337,87592345,6
87592345,87592006,22
87592345,87592311,10
87592345,87592337,6
87592345,87592352,5
87592345,87592378,16
87592345,87597609,36
87592345,87597625,15
87592352,87592345,5
87592352,87592360,7
87592360,87592352,7
87592360,87592378,6
87592378,87592345,14
87592378,87592360,5
87592378,87592493,11
87592410,87592006,15
87592410,87592428,4
87592410,87592444,10
87592428,87592410,5
87592428,87592444,6
87592444,87592006,23
87592444,87592410,10
87592444,87592428,6
87592444,87592485,15
87592485,87592444,15
87592485,87592543,11
87592493,87592378,10
87592493,87597153,5
87592501,87592741,8
87592501,87595124,10
87592543,87575480,16
87592543,87575498,10
87592543,87592485,10
87592634,87592006,8
87592634,87592725,9
87592667,87592022,9
87592667,87592683,13
87592667,87592709,19
87592683,87592667,13
87592683,87592691,5
87592683,87592709,8
87592691,87592683,5
87592691,87592709,4
87592709,87592667,18
87592709,87592683,7
87592709,87592691,5
87592709,87592717,7
87592717,87592709,6
87592725,87592006,14
87592725,87592634,8
87592725,87592733,7
87592725,87592741,12
87592725,87592808,11
87592725,87592824,25
87592725,87595124,25
87592733,87592006,20
87592733,87592725,7
87592733,87592741,7
87592741,87592501,7
87592741,87592725,12
87592741,87592733,7
87592808,87592725,10
87592808,87592824,15
87592824,87592808,14
87592824,87592840,16
87592840,87592824,16
87592840,87594671,19
87594002,87594168,63
87594002,87594234,10
87594002,87594325,14
87594002,87594333,23
87594002,87594408,14
87594002,87594424,9
87594002,87594465,8
87594002,87594499,26
87594002,87594556,13
87594002,87594564,16
87594002,87594572,23
87594002,87594606,10
87594002,87613042,40
87594085,87592170,13
87594085,87594275,4
87594093,87594275,11
87594093,87641241,20
87594119,87594135,9
87594119,87594168,18
87594119,87594499,16
87594135,87594119,9
87594135,87594168,10
87594168,87594119,19
87594168,87594135,11
87594168,87594275,17
87594168,87594499,40
87594200,87592006,37
87594200,87592287,15
87594200,87594218,6
87594200,87594234,15
87594200,87594820,8
87594218,87594200,7
87594218,87594234,10
87594234,87594002,11
87594234,87594200,15
87594234,87594218,10
87594275,87592170,16
87594275,87594085,4
87594275,87594093,13
87594275,87594168,21
87594325,87594002,14
87594325,87594333,12
87594333,87594002,24
87594333,87594325,12
87594333,87613141,14
87594382,87594408,5
87594382,87595009,45
87594382,87595579,8
87594382,87595595,5
87594408,87594002,15
87594408,87594382,5
87594408,87594416,6
87594416,87594408,6
87594416,87594424,4
87594424,87594002,10
87594424,87594416,4
87594465,87594002,9
87594465,87594481,7
87594465,87594499,17
87594481,87594465,7
87594481,87594499,8
87594499,87594002,32
87594499,87594119,14
87594499,87594465,19
87594499,87594481,8
87594556,87594002,14
87594556,87594564,7
87594556,87594572,11
87594564,87594002,18
87594564,87594556,6
87594564,87594572,7
87594572,87594002,22
87594572,87594556,12
87594572,87594564,6
87594572,87594739,6
87594572,87594754,13
87594572,87613042,15
87594606,87594002,12
87594606,87594614,5
87594614,87594606,5
87594614,87594622,6
87594622,87594614,6
87594622,87594630,5
87594630,87594622,3
87594630,87594655,10
87594655,87594630,11
87594655,87594663,21
87594663,87594655,20
87594663,87594671,12
87594671,87592840,20
87594671,87594663,12
87594739,87594747,4
87594747,87594754,7
87594754,87594572,13
87594754,87594762,7
87594762,87594572,19
87594762,87594754,7
87594762,87594796,10
87594762,87645135,52
87594796,87594762,10
87594796,87645135,30
87594820,87592295,4
87594820,87594200,8
87595009,87594382,45
87595009,87595124,21
87595009,87595132,16
87595009,87595157,11
87595009,87595165,6
87595009,87595223,7
87595009,87595249,10
87595009,87595298,18
87595009,87595512,9
87595124,87592006,39
87595124,87592501,11
87595124,87592725,25
87595124,87592741,16
87595124,87595009,22
87595124,87595132,8
87595132,87595124,8
87595132,87595157,7
87595132,87595165,11
87595157,87595009,15
87595157,87595132,8
87595157,87595165,5
87595165,87595009,8
87595165,87595157,6
87595223,87595009,8
87595223,87595249,6
87595249,87595009,11
87595249,87595223,6
87595249,87595264,3
87595249,87595272,6
87595249,87595298,11
87595264,87595249,4
87595264,87595272,4
87595272,87595249,6
87595272,87595264,4
87595272,87595298,8
87595298,87595009,20
87595298,87595249,10
87595298,87595272,7
87595298,87595322,9
87595322,87584516,13
87595322,87584615,8
87595322,87595298,9
87595512,87595009,10
87595512,87595520,5
87595512,87595579,15
87595512,87595702,6
87595512,87595736,21
87595520,87595512,5
87595520,87595538,5
87595538,87595520,5
87595538,87595553,6
87595553,87595512,10
87595553,87595538,5
87595553,87595579,6
87595579,87594382,9
87595579,87595512,15
87595579,87595553,7
87595579,87595595,6
87595595,87594382,6
87595595,87595579,6
87595702,87595512,7
87595702,87595728,11
87595728,87595702,12
87595728,87595736,7
87595736,87595512,21
87595736,87595728,7
87595736,87595744,8
87595744,87595736,8
87595744,87595751,9
87595751,87584441,20
87595751,87584474,8
87595751,87595744,8
87595751,87595769,7
87595751,87595777,12
87595769,87595751,7
87595769,87595777,7
87595769,87595876,7
87595777,87595751,12
87595777,87595769,7
87595777,87595827,17
87595827,87595777,14
87595876,87595769,7
87595876,87595892,17
87595892,87586495,6
87595892,87595876,17
87597005,87597062,13
87597005,87597070,7
87597005,87597096,8
87597005,87597120,16
87597039,87576009,10
87597039,87597054,7
87597039,87597062,9
87597054,87597039,7
87597054,87597062,6
87597062,87576009,50
87597062,87597005,14
87597062,87597039,9
87597062,87597054,5
87597062,87597070,7
87597070,87597005,9
87597070,87597062,7
87597096,87597005,9
87597096,87597104,5
87597104,87597096,4
87597104,87597112,6
87597112,87597104,6
87597112,87597120,6
87597120,87592493,15
87597120,87597005,15
87597120,87597112,4
87597120,87597153,11
87597153,87592493,5
87597153,87597120,11
87597609,87592345,35
87597609,87597674,12
87597609,87597708,12
87597609,87641001,53
87597625,87592345,10
87597625,87597633,7
87597633,87597625,7
87597633,87597674,7
87597674,87597609,13
87597674,87597633,6
87597708,87597609,13
87597708,87597724,13
87597708,87597781,9
87597724,87597708,12
87597724,87597740,12
87597740,87597708,24
87597740,87597724,12
87597740,87641217,13
87597781,87597708,9
87597781,87597823,18
87597823,87597781,18
87597823,87597849,13
87597849,87597823,11
87598219,87718619,15
87598755,87615146,8
87598755,87615161,3
87611004,87611038,35
87611004,87611301,4
87611004,87611392,28
87611004,87611434,4
87611004,87611467,23
87611004,87611665,11
87611004,87611848,6
87611004,87612002,6
87611004,87612010,4
87611004,87613893,120
87611004,87615344,19
87611004,87615377,11
87611004,87615476,39
87611038,87611004,15
87611038,87611046,6
87611038,87611061,11
87611038,87611095,25
87611038,87611137,65
87611038,87611301,10
87611038,87611400,6
87611046,87611038,6
87611046,87611053,5
87611053,87611038,9
87611053,87611046,5
87611053,87611061,6
87611061,87611038,11
87611061,87611053,5
87611061,87611079,9
87611079,87611061,9
87611079,87611087,5
87611079,87611095,11
87611087,87611079,5
87611087,87611095,4
87611095,87611038,26
87611095,87611079,7
87611095,87611087,3
87611095,87611103,5
87611095,87611137,13
87611103,87611095,5
87611103,87611137,11
87611137,87611095,13
87611137,87611103,10
87611137,87611152,8
87611137,87671008,63
87611152,87611137,7
87611152,87671008,60
87611152,87671123,12
87611244,87611459,6
87611244,87611665,14
87611244,87611699,7
87611244,87613000,72
87611244,87613398,9
87611301,87497461,5
87611301,87611004,6
87611301,87611038,10
87611301,87611400,7
87611327,87611343,7
87611327,87611616,7
87611327,87611624,4
87611343,87611327,6
87611343,87611350,6
87611350,87611343,6
87611350,87611368,6
87611368,87611350,6
87611368,87611376,7
87611376,87611368,6
87611376,87611384,5
87611384,87611368,12
87611384,87611376,5
87611384,87611392,7
87611384,87611400,13
87611384,87618116,10
87611392,87611384,8
87611392,87611400,8
87611392,87618116,5
87611400,87611004,30
87611400,87611038,6
87611400,87611301,6
87611400,87611384,13
87611400,87611392,8
87611400,87618116,5
87611434,87611004,6
87611434,87611657,6
87611459,87611244,7
87611459,87611897,6
87611467,87353581,2
87611467,87446179,6
87611467,87611004,23
87611467,87611921,3
87611467,87611939,4
87611483,87611509,16
87611483,87784892,3
87611509,87611483,14
87611509,87611517,9
87611517,87611509,6
87611517,87611525,15
87611525,87611517,13
87611525,87611533,14
87611533,87611525,11
87611533,87611558,9
87611558,87611533,8
87611558,87611574,7
87611558,87611590,15
87611574,87611558,7
87611574,87611590,8
87611590,87611558,14
87611590,87611574,8
87611590,87611616,14
87611616,87611327,6
87611616,87611590,14
87611616,87611624,4
87611624,87611327,4
87611624,87611616,5
87611657,87611434,6
87611657,87611665,5
87611665,87611004,12
87611665,87611244,14
87611665,87611657,5
87611665,87611673,4
87611673,87611665,5
87611673,87611681,4
87611681,87611244,12
87611681,87611673,4
87611681,87611699,5
87611699,87611244,8
87611699,87611681,5
87611707,87611723,6
87611707,87612002,4
87611707,87612028,3
87611707,87618207,4
87611723,87611707,6
87611723,87612002,9
87611723,87615013,7
87611723,87618207,4
87611723,87618215,4
87611749,87611764,14
87611749,87611772,22
87611764,87611749,16
87611764,87611772,7
87611772,87611749,23
87611772,87611764,7
87611772,87611806,17
87611806,87611772,17
87611806,87611814,4
87611806,87611822,11
87611814,87611806,6
87611814,87611822,9
87611822,87611467,9
87611822,87611806,13
87611822,87611814,8
87611822,87611830,4
87611830,87611822,5
87611830,87611921,4
87611848,87611004,8
87611848,87615369,9
87611848,87615377,6
87611855,87586008,12
87611855,87611863,5
87611863,87611855,4
87611863,87611889,10
87611889,87611863,10
87611889,87611897,2
87611897,87611244,40
87611897,87611459,6
87611897,87611889,6
87611921,87611467,3
87611921,87611830,4
87611939,87353573,3
87611939,87353599,2
87611939,87446179,4
87611939,87611467,5
87612002,87611004,8
87612002,87611707,4
87612002,87611723,8
87612002,87612010,4
87612002,87612028,3
87612010,87611004,6
87612010,87612002,4
87612028,87611707,3
87612028,87612002,3
87613000,87613141,25
87613000,87613174,17
87613000,87613323,11
87613042,87594572,15
87613042,87613059,7
87613059,87613042,7
87613059,87613075,11
87613075,87613059,11
87613075,87613091,15
87613091,87613075,15
87613091,87613109,7
87613091,87613604,13
87613091,87645168,24
87613109,87613091,6
87613109,87613661,13
87613109,87613877,11
87613109,87613885,28
87613141,87594333,15
87613141,87613000,26
87613141,87613174,10
87613174,87613000,18
87613174,87613141,10
87613224,87613232,4
87613224,87613257,25
87613224,87613661,5
87613232,87613224,3
87613232,87613257,11
87613257,87613224,15
87613257,87613232,11
87613257,87613422,25
87613323,87613000,12
87613323,87613356,14
87613356,87613323,14
87613356,87613398,7
87613398,87611244,9
87613398,87613356,7
87613422,87613257,15
87613422,87615773,9
87613463,87613471,9
87613463,87613893,15
87613471,87613463,9
87613471,87613489,8
87613489,87613471,8
87613489,87613802,10
87613604,87613091,15
87613604,87645168,7
87613661,87613109,15
87613661,87613224,5
87613802,87613489,10
87613802,87615245,15
87613802,87615252,17
87613877,87613109,12
87613877,87613893,14
87613885,87613109,30
87613885,87613893,17
87613893,87613091,40
87613893,87613463,15
87613893,87613877,14
87613893,87613885,15
87615005,87615195,3
87615005,87615252,12
87615005,87615419,6
87615013,87611004,33
87615013,87611723,6
87615013,87615039,11
87615013,87616011,5
87615013,87618215,5
87615039,87615013,11
87615039,87615054,9
87615039,87616011,8
87615054,87615039,9
87615054,87615286,11
87615112,87615286,17
87615112,87781104,13
87615120,87615138,4
87615120,87615286,10
87615138,87615120,4
87615138,87615146,4
87615146,87598755,7
87615146,87615138,4
87615161,87598755,2
87615161,87615187,13
87615187,87615161,9
87615195,87615005,4
87615195,87615625,14
87615245,87613802,35
87615245,87615005,13
87615245,87615252,4
87615245,87615419,6
87615252,87613802,17
87615252,87615005,14
87615252,87615245,5
87615252,87615310,7
87615286,87615054,11
87615286,87615112,18
87615286,87615120,9
87615310,87615252,7
87615310,87615328,6
87615310,87615344,9
87615328,87615310,6
87615328,87615344,5
87615344,87328021,7
87615344,87611004,21
87615344,87615252,25
87615344,87615310,9
87615344,87615328,5
87615344,87615351,6
87615344,87615369,7
87615344,87615377,11
87615344,87615476,14
87615351,87615344,6
87615351,87615369,5
87615369,87611004,16
87615369,87611848,9
87615369,87615344,8
87615369,87615351,5
87615369,87615377,4
87615377,87611004,13
87615377,87611848,7
87615377,87615369,5
87615419,87615005,7
87615419,87615245,6
87615468,87615476,45
87615468,87615492,15
87615468,87615526,13
87615468,87615542,30
87615476,87328021,5
87615476,87611004,41
87615476,87615344,15
87615476,87615468,45
87615476,87615484,10
87615484,87615476,10
87615484,87615492,8
87615492,87615468,10
87615492,87615484,8
87615526,87615468,8
87615526,87615542,10
87615542,87615526,9
87615625,87615195,12
87615625,87615674,14
87615625,87615732,23
87615674,87615625,14
87615674,87615732,12
87615732,87615625,22
87615732,87615674,10
87615732,87615757,14
87615757,87615732,13
87615757,87615773,10
87615773,87613422,11
87615773,87615757,11
87616011,87615013,5
87616011,87615039,9
87618116,87611384,10
87618116,87611392,5
87618116,87611400,5
87618207,87611707,5
87618207,87611723,4
87618215,87611723,4
87618215,87615013,5
87635581,87751701,3
87635581,87751743,3
87641001,87323675,2
87641001,87597609,52
87641001,87597740,20
87641001,87641134,58
87641001,87641191,6
87641001,87641217,10
87641001,87641357,19
87641001,87641415,10
87641001,87732008,90
87641001,87732206,85
87641001,87732404,70
87641043,87641050,9
87641043,87641092,15
87641043,87641415,16
87641043,87732404,31
87641050,87641043,9
87641050,87641068,8
87641068,87641043,15
87641068,87641050,8
87641068,87641076,9
87641068,87732404,17
87641076,87641068,9
87641076,87732404,9
87641092,87641043,15
87641134,87641001,60
87641191,87641001,3
87641191,87641373,7
87641217,87597740,12
87641217,87641001,11
87641241,87594093,20
87641274,87734004,60
87641357,87576322,18
87641357,87576348,9
87641357,87641001,27
87641357,87641365,11
87641365,87641357,12
87641365,87641373,8
87641373,87641191,8
87641373,87641365,8
87641399,87641423,8
87641415,87323675,9
87641415,87641001,11
87641415,87641043,16
87641415,87732404,46
87641423,87641399,8
87641423,87641449,12
87641423,87734004,29
87641449,87641423,13
87641449,87734038,5
87645002,87645101,6
87645002,87645135,21
87645002,87645192,30
87645002,87645440,13
87645101,87645002,7
87645101,87645150,8
87645135,87594762,65
87645135,87594796,29
87645135,87645002,23
87645150,87645101,9
87645150,87645176,7
87645168,87613604,7
87645168,87645002,60
87645168,87645184,14
87645168,87645192,22
87645176,87645150,7
87645176,87645192,6
87645184,87645168,15
87645184,87645192,11
87645192,87645002,32
87645192,87645168,22
87645192,87645176,5
87645192,87645184,11
87645440,87645002,13
87645440,87645473,19
87645473,87645440,19
87645473,87645481,11
87645481,87645473,11
87645481,87645507,9
87645507,87645481,8
87645507,87734871,20
87671008,87611137,63
87671008,87611152,60
87671008,87671172,11
87671008,87671313,6
87671008,87671339,14
87671016,87671487,12
87671016,87671495,8
87671123,87611152,12
87671123,87671008,48
87671123,87671156,5
87671123,87671172,13
87671156,87671123,5
87671156,87671172,9
87671172,87671008,11
87671172,87671123,13
87671172,87671156,9
87671313,87671008,9
87671313,87671339,9
87671339,87671008,15
87671339,87671313,9
87671339,87671362,10
87671339,87672006,50
87671339,87672139,15
87671362,87671339,8
87671362,87672113,5
87671479,87671487,6
87671479,87673103,7
87671487,87671016,13
87671487,87671479,6
87671487,87671495,7
87671487,87673103,11
87671495,87671016,10
87671495,87671487,7
87672006,87671339,55
87672006,87672139,11
87672006,87672162,6
87672006,87672212,11
87672006,87672600,2
87672113,87671362,4
87672113,87672139,6
87672139,87671339,15
87672139,87672006,11
87672139,87672113,6
87672139,87672162,7
87672162,87672006,6
87672162,87672139,7
87672212,87672006,13
87672212,87672253,11
87672253,87672212,12
87672253,87672279,10
87672279,87672253,10
87672279,87672337,12
87672279,87673202,18
87672337,87672279,11
87672337,87672386,11
87672386,87672337,11
87672386,87673004,14
87672600,87672006,4
87672600,87672618,6
87672618,87672600,6
87672618,87672634,11
87672634,87672618,11
87672634,87672709,5
87672709,87672634,6
87672709,87672725,9
87672725,87672709,8
87672725,87691949,5
87672741,87672766,9
87672741,87691949,6
87672766,87672741,9
87672766,87672774,9
87672774,87672766,7
87673004,87672386,12
87673004,87673095,4
87673004,87673277,16
87673004,87673293,10
87673004,87673400,9
87673004,87673616,9
87673095,87673004,5
87673095,87673319,5
87673103,87582478,32
87673103,87582551,11
87673103,87671479,6
87673103,87671487,11
87673103,87673202,21
87673202,87672279,16
87673202,87673103,20
87673202,87673251,8
87673202,87673269,20
87673202,87673277,17
87673251,87673202,10
87673251,87673269,4
87673269,87673202,25
87673269,87673251,4
87673269,87673277,5
87673277,87673004,16
87673277,87673202,14
87673277,87673269,5
87673277,87673285,5
87673277,87673293,9
87673285,87673277,5
87673285,87673293,5
87673293,87673004,9
87673293,87673277,9
87673293,87673285,5
87673293,87673319,3
87673319,87673095,5
87673319,87673293,3
87673400,87673004,12
87673400,87673459,6
87673459,87673400,6
87673459,87677120,7
87673616,87673004,11
87673616,87673624,4
87673624,87673616,4
87673624,87673640,5
87673640,87673624,4
87673640,87673657,5
87673657,87673640,4
87673657,87673699,16
87673699,87673657,17
87673699,87673707,7
87673707,87673699,6
87673707,87673723,13
87673723,87673707,11
87677005,87677104,3
87677104,87677005,5
87677104,87677120,8
87677120,87673459,6
87677120,87677104,9
87682005,87682203,6
87682005,87686006,26
87682005,87686667,27
87682203,87682005,6
87682203,87682211,6
87682211,87682203,6
87682211,87682278,6
87682278,87682211,7
87682278,87682294,3
87682294,87682278,2
87682294,87682302,8
87682302,87682294,7
87682302,87682450,13
87682302,87683003,78
87682302,87683102,7
87682450,87682302,11
87682450,87686006,41
87683003,87682302,78
87683003,87683136,8
87683003,87683201,5
87683003,87683219,10
87683003,87683243,16
87683003,87686006,56
87683003,87686667,56
87683102,87682302,8
87683102,87683128,5
87683102,87683136,45
87683102,87686006,48
87683102,87686667,48
87683128,87683102,5
87683128,87683136,6
87683136,87683003,8
87683136,87683102,45
87683136,87683128,6
87683201,87683003,6
87683201,87683219,5
87683219,87683003,9
87683219,87683201,5
87683219,87683227,6
87683227,87683219,6
87683227,87683243,7
87683243,87683003,16
87683243,87683227,7
87683243,87683268,7
87683268,87683243,6
87683268,87683318,9
87683268,87683532,6
87683268,87683557,8
87683268,87683573,13
87683318,87683268,11
87683318,87713198,12
87683532,87683268,7
87683532,87683557,5
87683557,87683268,11
87683557,87683532,5
87683557,87683573,6
87683573,87683268,13
87683573,87683557,5
87683573,87683615,8
87683573,87683631,11
87683573,87683649,21
87683615,87683573,7
87683615,87683649,8
87683631,87683573,10
87683631,87683649,6
87683649,87683573,21
87683649,87683615,8
87683649,87683631,6
87683649,87683664,7
87683649,87683847,9
87683664,87683649,7
87683664,87683680,7
87683664,87683722,16
87683680,87683664,7
87683680,87683722,9
87683722,87683664,15
87683722,87683680,9
87683722,87683789,11
87683789,87683722,11
87683847,87683649,9
87683847,87696856,9
87684001,87684126,17
87684001,87684274,11
87684001,87686006,59
87684001,87686667,57
87684126,87684001,18
87684126,87686667,47
87684274,87684001,10
87684274,87684290,10
87684290,87543017,75
87684290,87684274,11
87684290,87696088,7
87686006,87545525,40
87686006,87682005,23
87686006,87682302,42
87686006,87682450,40
87686006,87683003,54
87686006,87683102,48
87686006,87684001,54
87686667,87543017,66
87686667,87545525,44
87686667,87682302,42
87686667,87683003,55
87686667,87683102,52
87686667,87684001,55
87686667,87684126,43
87691394,87696195,4
87691394,87696203,3
87691436,87696211,4
87691436,87696229,3
87691469,87696005,3
87691469,87696229,4
87691600,87559070,2
87691600,87696005,4
87691949,87672725,3
87691949,87672741,8
87694000,87694141,15
87694000,87694182,6
87694000,87694307,6
87694000,87696484,50
87694141,87694000,15
87694141,87694158,4
87694141,87694570,17
87694141,87694596,6
87694141,87696534,13
87694158,87694141,5
87694158,87694166,5
87694166,87694158,5
87694166,87694174,4
87694174,87694166,4
87694174,87694182,3
87694182,87694000,6
87694182,87694174,4
87694307,87694000,5
87694307,87694364,10
87694307,87694612,8
87694307,87694687,33
87694307,87713545,24
87694364,87694307,12
87694364,87694398,6
87694398,87694364,5
87694398,87713594,3
87694570,87694141,16
87694570,87694596,10
87694596,87694141,7
87694596,87694570,11
87694612,87694307,9
87694612,87694620,4
87694620,87694612,4
87694620,87694638,4
87694638,87694620,5
87694638,87694646,5
87694646,87694638,5
87694646,87694653,5
87694653,87694620,11
87694653,87694646,6
87694653,87694687,15
87694687,87694307,32
87694687,87694653,13
87694687,87694695,8
87694687,87694737,21
87694687,87696328,47
87694687,87696427,32
87694695,87694687,10
87694695,87694851,9
87694695,87694869,17
87694737,87694687,22
87694737,87694778,9
87694778,87694737,8
87694778,87721860,20
87694851,87694695,10
87694851,87694869,11
87694869,87694695,15
87694869,87694851,8
87694869,87696427,8
87696005,87576207,35
87696005,87576439,24
87696005,87576470,11
87696005,87691469,2
87696005,87691600,2
87696005,87696229,6
87696005,87696260,7
87696005,87696294,25
87696005,87696328,29
87696005,87696450,10
87696005,87696484,22
87696088,87684290,7
87696088,87696146,15
87696146,87543017,115
87696146,87696088,16
87696146,87696161,7
87696146,87696179,11
87696146,87696195,16
87696161,87696146,8
87696161,87696179,6
87696161,87696195,12
87696179,87696146,11
87696179,87696161,6
87696179,87696187,5
87696179,87696195,9
87696187,87696179,4
87696187,87696195,5
87696195,87691394,5
87696195,87696146,16
87696195,87696161,12
87696195,87696179,9
87696195,87696187,6
87696195,87696203,6
87696195,87696211,9
87696203,87691394,3
87696203,87696195,6
87696203,87696211,5
87696211,87691436,4
87696211,87696195,8
87696211,87696203,4
87696211,87696229,5
87696229,87691436,4
87696229,87691469,5
87696229,87696005,6
87696229,87696211,5
87696260,87576207,36
87696260,87696005,8
87696260,87696294,9
87696294,87696005,16
87696294,87696260,11
87696294,87696302,7
87696294,87696328,16
87696302,87696294,7
87696302,87696310,7
87696310,87696302,7
87696310,87696328,9
87696328,87694687,46
87696328,87696005,31
87696328,87696260,44
87696328,87696294,16
87696328,87696302,13
87696328,87696310,9
87696328,87696336,7
87696328,87696351,14
87696328,87696427,18
87696336,87696328,9
87696336,87696351,9
87696351,87696328,15
87696351,87696336,9
87696351,87732206,9
87696427,87694687,37
87696427,87694869,7
87696427,87696328,18
87696450,87559070,8
87696450,87696005,11
87696450,87696468,7
87696450,87696484,14
87696468,87696450,7
87696468,87696484,10
87696484,87694000,51
87696484,87696005,23
87696484,87696450,14
87696484,87696468,8
87696484,87696492,9
87696492,87696484,10
87696492,87696534,18
87696534,87694141,14
87696534,87696492,17
87696617,87696633,15
87696633,87696617,15
87696633,87696807,20
87696807,87696633,23
87696807,87696831,9
87696831,87696807,9
87696831,87696856,8
87696856,87683847,9
87696856,87696831,8
87699223,87576181,2
87699223,87576199,2
87700146,87184002,4
87700146,87184408,5
87700153,87184432,3
87700153,87184440,3
87701532,87484006,6
87701532,87487843,5
87701532,87487892,25
87703975,87765354,10
87703975,87775007,9
87703975,87775023,8
87710731,87300863,8
87710731,87718007,6
87712026,87713578,3
87712026,87713586,3
87712182,87713040,25
87712265,87713826,3
87712265,87713834,3
87712323,87712331,4
87712323,87713065,4
87712331,87712323,5
87712331,87713040,7
87712604,87713040,9
87712604,87713628,4
87712620,87713628,4
87712620,87713636,4
87712679,87713651,3
87712679,87713669,5
87713008,87713040,8
87713008,87713826,5
87713008,87713859,16
87713040,87141291,120
87713040,87694307,45
87713040,87712182,25
87713040,87712331,6
87713040,87712604,7
87713040,87713008,6
87713040,87713115,27
87713040,87713313,9
87713040,87713503,7
87713040,87713545,17
87713040,87713859,19
87713040,87723197,124
87713040,87743005,75
87713065,87712323,3
87713065,87713073,5
87713073,87713065,5
87713073,87713081,6
87713081,87713073,6
87713081,87713099,5
87713099,87713081,5
87713099,87713115,8
87713115,87713040,27
87713115,87713099,7
87713115,87713131,9
87713131,87713115,8
87713131,87713156,10
87713156,87713131,10
87713156,87713198,14
87713198,87683318,12
87713198,87713156,14
87713313,87713040,12
87713313,87713321,4
87713313,87713347,8
87713321,87713313,4
87713321,87713347,6
87713339,87713347,10
87713347,87713313,8
87713347,87713321,6
87713347,87713339,10
87713347,87713412,8
87713412,87713347,7
87713412,87718320,16
87713412,87718361,10
87713412,87718833,19
87713412,87718866,8
87713503,87713040,8
87713503,87713511,5
87713511,87713503,5
87713511,87713529,4
87713529,87713503,7
87713529,87713511,4
87713529,87713537,5
87713529,87713545,9
87713537,87713529,4
87713537,87713545,5
87713545,87694307,25
87713545,87713040,19
87713545,87713529,8
87713545,87713537,6
87713545,87713560,5
87713545,87713578,9
87713560,87713545,5
87713560,87713578,5
87713578,87712026,3
87713578,87713545,8
87713578,87713560,6
87713578,87713594,4
87713578,87725002,10
87713586,87712026,3
87713586,87725002,8
87713594,87694398,4
87713594,87713578,6
87713628,87712604,4
87713628,87712620,4
87713628,87713636,6
87713636,87712620,3
87713636,87713628,5
87713636,87713644,5
87713644,87713636,5
87713644,87713651,4
87713651,87712679,3
87713651,87713644,4
87713651,87713669,6
87713669,87712679,5
87713669,87713651,6
87713669,87713677,5
87713677,87713669,4
87713677,87713701,13
87713701,87713677,13
87713701,87713735,12
87713735,87713701,11
87713735,87718296,14
87713826,87712265,3
87713826,87713008,4
87713834,87712265,3
87713834,87713842,6
87713842,87713834,6
87713842,87713859,5
87713859,87142125,25
87713859,87713008,14
87713859,87713040,21
87713859,87713842,4
87715003,87715136,10
87715003,87715151,5
87715102,87715136,16
87715102,87715326,11
87715102,87718833,15
87715136,87715003,11
87715136,87715102,13
87715136,87715144,4
87715136,87715219,9
87715136,87718833,30
87715144,87715136,6
87715144,87715151,4
87715151,87715003,7
87715151,87715144,5
87715219,87715136,10
87715219,87715227,9
87715227,87715219,10
87715326,87352047,2
87715326,87715102,11
87715326,87715383,15
87715326,87715417,25
87715383,87352047,11
87715383,87715391,8
87715383,87715417,15
87715391,87715383,8
87715391,87715417,5
87715417,87715391,5
87715417,87715433,10
87715433,87715417,10
87715433,87715441,7
87715441,87715433,7
87715441,87743633,32
87718007,87300863,23
87718007,87710731,4
87718007,87718015,4
87718007,87718122,16
87718007,87718304,5
87718007,87718312,7
87718007,87718320,10
87718007,87718403,6
87718007,87718460,20
87718007,87718544,32
87718007,87718841,20
87718015,87391300,5
87718015,87718007,5
